playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2536342","null","Brandon Bostick","TE","NYJ","TE","NYJ","null","0.2721","null","null","null","88","null","null","0.0159","null","null","null","0.3872","0.1","2.3763","null",
"2495425","null","Scott Tolzien","QB","IND","QB","IND","null","0.2642","null","null","null","55","null","null","0.0276","null","null","null","0.5282","0.008","4.2138","null",
"2550540","null","George Atkinson","RB","CLE","RB","CLE","null","0.2606","null","null","null","116","null","null","0.0237","null","null","null","0.674","-0.19","10.9431","null",
"2555387","null","Cody Kessler","QB","CLE","QB","CLE","null","0.2599","null","null","null","56","null","null","0.048","null","null","null","0.4082","0.008","4.0571","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.2585","null","null","null","89","null","null","0.0089","null","null","null","0.3277","0.19","3.7187","null",
"2555311","null","Jerell Adams","TE","NYG","TE","NYG","null","0.254","null","null","null","90","null","null","0.01","null","null","null","0.425","0","null","null",
"2553650","null","Corey Grant","RB","JAC","RB","JAC","null","0.2502","null","null","null","117","null","null","0.0267","null","null","null","0.4793","0","null","null",
"2533459","null","Nate Stupar","LB","ATL","LB","ATL","null","0.25","null","null","null","199","null","null","0","null","null","null","0.25","0.25","null","null",
"2507430","null","Kyle Arrington","DB","BAL","DB","BAL","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2507597","null","Colt Anderson","DB","BUF","DB","BUF","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2549896","null","Marquis Flowers","LB","CIN","LB","CIN","null","0.25","null","null","null","199","null","null","0.025","null","null","null","0.25","0.25","null","null",
"2552390","null","Derron Smith","DB","CIN","DB","CIN","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2549940","null","Lonnie Ballentine","DB","HOU","DB","HOU","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2539230","null","Abry Jones","DL","JAC","DL","JAC","null","0.25","null","null","null","230","null","null","0.0238","null","null","null","0.25","0.25","null","null",
"2550257","null","Daniel Sorensen","DB","KC","DB","KC","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2555173","null","Eric Murray","DB","KC","DB","KC","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2555547","null","KeiVarae Russell","DB","KC","DB","KC","null","0.25","null","null","null","252","null","null","0.05","null","null","null","0.25","0.25","null","null",
"2532814","null","Audie Cole","LB","MIN","LB","MIN","null","0.25","null","null","null","199","null","null","0","null","null","null","0.25","0.25","null","null",
"2543706","null","Shamar Stephen","DL","MIN","DL","MIN","null","0.25","null","null","null","230","null","null","0.0988","null","null","null","0.25","0.25","null","null",
"2555177","null","Mackensie Alexander","DB","MIN","DB","MIN","null","0.25","null","null","null","252","null","null","0.025","null","null","null","0.25","0.25","null","null",
"2552392","null","Jordan Richards","DB","NE","DB","NE","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2495164","null","Mark Herzlich","LB","NYG","LB","NYG","null","0.25","null","null","null","199","null","null","0","null","null","null","0.25","0.25","null","null",
"2532965","null","Trevin Wade","DB","NYG","DB","NYG","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2553234","null","Dexter McDonald","DB","OAK","DB","OAK","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2552266","null","Anthony Chickillo","LB","PIT","LB","PIT","null","0.25","null","null","null","199","null","null","0.1","null","null","null","0.25","0.25","null","null",
"2555158","null","Kevin Byard","DB","TEN","DB","TEN","null","0.25","null","null","null","252","null","null","0","null","null","null","0.25","0.25","null","null",
"2556519","null","Alex Erickson","WR","CIN","WR","CIN","null","0.2493","null","null","null","168","null","null","0.0217","null","null","null","0.5637","0","null","null",
"2535943","null","Sean McGrath","TE","SD","TE","SD","null","0.2453","null","null","null","91","null","null","0.0236","null","null","null","0.5391","0","null","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","0.2446","null","null","null","169","null","null","0.0381","null","null","null","0.4554","0","2.8897","null",
"2552396","null","Ben Koyack","TE","JAC","TE","JAC","null","0.2427","null","null","null","92","null","null","0.0423","null","null","null","0.4652","0","null","null",
"2552636","null","Michael Burton","RB","DET","RB","DET","null","0.2235","null","null","null","119","null","null","0.0196","null","null","null","0.2874","0","null","null",
"2543695","null","Jay Prosch","RB","HOU","RB","HOU","null","0.2235","null","null","null","118","null","null","0.009","null","null","null","0.3652","0.09","null","null",
"2539228","null","EJ Manuel","QB","BUF","QB","BUF","null","0.2133","null","null","null","57","null","null","0.0159","null","null","null","0.2474","0.128","3.7589","null",
"2541940","null","Rashad Ross","WR","WAS","WR","WAS","null","0.2106","null","null","null","170","null","null","0.0102","null","null","null","0.5527","0","null","null",
"2495443","null","Ryan Mallett","QB","BAL","QB","BAL","null","0.2105","null","null","null","58","null","null","0.0368","null","null","null","0.3555","0.12","4.0016","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","0.2056","null","null","null","120","null","null","0.0045","null","null","null","1.626","-2.3","null","null",
"2539235","null","Tavarres King","WR","NYG","WR","NYG","null","0.2024","null","null","null","171","null","null","0.0111","null","null","null","0.37","0","null","null",
"2495217","null","Jerrell Powe","DL","WAS","DL","WAS","null","0.2024","null","null","null","232","null","null","0.1524","null","null","null","0.35","0","null","null",
"2552464","null","Jalston Fowler","RB","TEN","RB","TEN","null","0.2022","null","null","null","121","null","null","0.0118","null","null","null","0.243","0","null","null",
"71435","null","John Phillips","TE","DEN","TE","DEN","null","0.2007","null","null","null","93","null","null","0.0032","null","null","null","0.2532","0.14","null","null",
"2553607","null","Robenson Therezie","DB","ATL","DB","ATL","null","0.2","null","null","null","264","null","null","0.025","null","null","null","0.2","0.2","null","null",
"2555366","null","Deiondre Hall","DB","CHI","DB","CHI","null","0.2","null","null","null","264","null","null","0.05","null","null","null","0.2","0.2","null","null",
"2553446","null","Malcolm Johnson","RB","CLE","RB","CLE","null","0.2","null","null","null","122","null","null","0.0194","null","null","null","0.2","0.2","null","null",
"2541768","null","Tim Wright","TE","DET","TE","DET","null","0.2","null","null","null","94","null","null","0.0195","null","null","null","0.2","0.2","null","null",
"2541192","null","Chris Banjo","DB","GB","DB","GB","null","0.2","null","null","null","264","null","null","0","null","null","null","0.2","0.2","null","null",
"2533345","null","Winston Guy","DB","IND","DB","IND","null","0.2","null","null","null","264","null","null","0","null","null","null","0.2","0.2","null","null",
"2552317","null","Mike Hull","LB","MIA","LB","MIA","null","0.2","null","null","null","204","null","null","0.1","null","null","null","0.2","0.2","null","null",
"2550456","null","Chris Davis","DB","SF","DB","SF","null","0.2","null","null","null","264","null","null","0","null","null","null","0.2","0.2","null","null",
"2543641","null","Devin Street","WR","FA","WR","FA","null","0.1984","null","null","null","172","null","null","0.0208","null","null","null","0.419","0","5.4222","null",
"79589","null","David Johnson","TE","PIT","TE","PIT","null","0.195","null","null","null","95","null","null","0.0333","null","null","null","0.265","0.08","9.946","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.1844","null","null","null","59","null","null","0.0223","null","null","null","0.3889","0.032","2.496","null",
"2555478","null","Demarcus Robinson","WR","KC","WR","KC","null","0.1843","null","null","null","173","null","null","0.0156","null","null","null","0.2892","0.02","null","null",
"2555430","null","Alex Collins","RB","SEA","RB","SEA","null","0.1807","null","null","null","123","null","null","0.0017","null","null","null","0.3101","0","16.6492","null",
"2553728","null","Raheem Mostert","RB","FA","RB","FA","null","0.1805","null","null","null","124","null","null","0.0241","null","null","null","0.3114","0","null","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0.1774","null","null","null","125","null","null","0.0427","null","null","null","0.299","0","null","null",
"2550182","null","Isaiah Burse","WR","SD","WR","SD","null","0.171","null","null","null","174","null","null","0.0138","null","null","null","0.3196","0","null","null",
"2541944","null","Russell Shepard","WR","TB","WR","TB","null","0.1664","null","null","null","175","null","null","0.0207","null","null","null","0.2189","0.1136","null","null",
"2555486","null","Temarrick Hemingway","TE","LA","TE","LA","null","0.166","null","null","null","96","null","null","0.0123","null","null","null","0.3511","0","null","null",
"2555261","null","Jacoby Brissett","QB","NE","QB","NE","null","0.1631","null","null","null","60","null","null","0.0165","null","null","null","0.3745","0","4.0791","null",
"2552576","null","Sean Mannion","QB","LA","QB","LA","null","0.1612","null","null","null","61","null","null","0.0441","null","null","null","0.2522","0","4.4705","null",
"2539645","null","Brandon Williams","TE","SEA","TE","SEA","null","0.1575","null","null","null","97","null","null","0.0147","null","null","null","0.2317","0.07","null","null",
"2535132","null","Nate Ebner","DB","NE","DB","NE","null","0.15","null","null","null","269","null","null","0.05","null","null","null","0.15","0.15","null","null",
"2532972","null","Corey White","DB","BUF","DB","BUF","null","0.15","null","null","null","269","null","null","0.025","null","null","null","0.15","0.15","null","null",
"2553318","null","James OShaughnessy","TE","KC","TE","KC","null","0.15","null","null","null","98","null","null","0.0148","null","null","null","0.2429","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.148","null","null","null","176","null","null","0.016","null","null","null","0.1778","0","null","null",
"2555370","null","Jordan Payton","WR","CLE","WR","CLE","null","0.1433","null","null","null","177","null","null","0.0257","null","null","null","0.243","0","null","null",
"2533353","null","Cory Harkey","TE","LA","TE","LA","null","0.1355","null","null","null","99","null","null","0.0037","null","null","null","0.2826","0","3.551","null",
"163982","null","Will Johnson","RB","NYG","RB","NYG","null","0.1354","null","null","null","126","null","null","0.0065","null","null","null","0.2335","0","3.5038","null",
"2540259","null","MarQueis Gray","TE","MIA","TE","MIA","null","0.1351","null","null","null","100","null","null","0.0095","null","null","null","0.2206","0","null","null",
"2495471","null","Jacquizz Rodgers","RB","FA","RB","FA","null","0.1341","null","null","null","127","null","null","0.0126","null","null","null","0.2273","0","3.2401","null",
"252","null","Chad Henne","QB","JAC","QB","JAC","null","0.1319","null","null","null","62","null","null","0.0327","null","null","null","0.1704","0.07","3.5092","null",
"2535535","null","Phillip Supernaw","TE","TEN","TE","TEN","null","0.1284","null","null","null","101","null","null","0.0208","null","null","null","0.2837","0","null","null",
